title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
Data Scientist,American Institutes for Research,Remote+2 locations,Travel Required: Less than 10% Requisition Type: Regular We are GDIT. We take pride in providing our clients with the data they need to make important…,1 day ago,2022-05-20,1370160.0,indeed,travel require less 10 requisition type regular gdit take pride provide client data need make important…
Data Scientist Associate (REMOTE),American Institutes for Research,Remote+2 locations,"TransUnion's Job Applicant Privacy Notice What We'll Bring: At TransUnion, we strive to build an environment where our associates are in the driver’s seat…",1 day ago,2022-05-20,1370160.0,indeed,transunions job applicant privacy notice well bring transunion strive build environment associate driver ’ seat…
Data Scientist (Remote),American Institutes for Research,Remote+2 locations,"We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local…",1 day ago,2022-05-20,1370160.0,indeed,adept task like model user preference inference user marketplace experiment generate insight health local…
Data Scientist,American Institutes for Research,Remote+2 locations,Are you passionate about uncovering meaningful patterns in data that leads to executable insights and recommendations?Are you curious by nature?,1 day ago,2022-05-20,1370160.0,indeed,passionate uncover meaningful pattern data lead executable insight recommendationsare curious nature
Data Scientist II - Algorithmic Justice Specialist,American Institutes for Research,Remote+2 locations,"This salary will be subject to a locality adjustment (according to a specific city and state), if an authorization is granted to work outside of the location…",1 day ago,2022-05-20,1370160.0,indeed,salary subject locality adjustment accord specific city state authorization grant work outside location…
newAssociate Data Scientist,American Institutes for Research,Remote+2 locations,EAB is seeking aspiring data scientists of diverse talents and interests to help grow our industry-leading software platform's artificial intelligence and…,1 day ago,2022-05-20,1370160.0,indeed,eab seek aspire data scientist diverse talent interest help grow industry lead software platform artificial intelligence …
newUS - Data Scientist,American Institutes for Research,Remote+2 locations,They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.We are a drug free workplace.,1 day ago,2022-05-20,1370160.0,indeed,focus apply machine learn technique build high quality intelligent system integrate productswe drug free workplace
Data Scientist,American Institutes for Research,Remote+2 locations,Experience with automatic machine learning (AutoML) and machine learning explainability/interpretability methods.Travel Required: Less than 10%.,1 day ago,2022-05-20,1370160.0,indeed,experience automatic machine learn automl machine learning explainability interpretability methodstravel require less 10
newAssociate Data Scientist,EAB,+1 locationRemote,"#LI-Remote About EAB At EAB, our mission is to make education smarter and our communities stronger. We work with more than 2,500 institutions to drive…",3 days ago,2022-05-20,1370160.0,indeed,li remote eab eab mission make education smarter community stronger work 2500 institution drive…
Data Scientist (Remote),EAB,+1 locationRemote,"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses…",3 days ago,2022-05-20,1370160.0,indeed,yelp ’ mission connect people great local business yelp ’ unique dataset contains billion interaction user businesses…
Data Scientist- Remote,EAB,+1 locationRemote,"Dearborn Ford Motor Company Ford Pro - Tech Job Description & Qualifications At Ford Motor Company, we believe freedom of movement drives human progress.…",3 days ago,2022-05-20,1370160.0,indeed,dearborn ford motor company ford pro tech job description qualification ford motor company believe freedom movement drive human progress…
Data Scientist (Junior),EAB,+1 locationRemote,Job Summary: The Analytics team empowers BDSA through the development of syndicated market research products based on various datasets. As a Junior Data…,3 days ago,2022-05-20,1370160.0,indeed,job summary analytics team empowers bdsa development syndicated market research product base various datasets junior data…
newAssociate Data Scientist (Remote),EAB,+1 locationRemote,"The Home Depot is able to offer virtual employment of this position in the following states: AK, AZ, CA, GA, HI, ID, IL, KS, KY, ME, MA, MI, MN, MT, NE, NV,…",3 days ago,2022-05-20,1370160.0,indeed,home depot able offer virtual employment position following state ak az ca ga hi id il k ky mi mn mt ne nv…
Data Scientist,EAB,+1 locationRemote,Overview: AIR is currently seeking a Data Scientist join our Data Science and Advanced Analytics (DSAA) group. DSAA employs advanced analytics methods to…,3 days ago,2022-05-20,1370160.0,indeed,overview air currently seek data scientist join data advanced analytics dsaa group dsaa employ advanced analytics method to…
Data Scientist,EAB,+1 locationRemote,"About this Position Curate, part of FiscalNote, is seeking to hire a full-time Data Scientist. As a Data Scientist, you will be at the core of our advanced…",3 days ago,2022-05-20,1370160.0,indeed,position curate part fiscalnote seek hire full time data scientist data scientist core advanced…
"Data Scientist, Spotify Advertising",EAB,+1 locationRemote,"Data, Research & Insights Data Science At Spotify Advertising, our part of that mission is to build the next generation advertising platform for audio which…",3 days ago,2022-05-20,1370160.0,indeed,data research insight data spotify advertise part mission build next generation advertising platform audio which…
Data Scientist,EAB,+1 locationRemote,"TITLE Data Scientist LOCATION Working Remote USA REPORTS TO Manager, Data Science POSITION SUMMARY Are you curious by nature? Do you like to dive into…",3 days ago,2022-05-20,1370160.0,indeed,title data scientist location work remote usa report manager data position summary curious nature like dive into…
Data Scientist,EAB,+1 locationRemote,"BlocPower is a clean energy leader creating smarter, greener, healthier buildings for all by reducing the barriers to money-saving, quality-of-life-improving…",3 days ago,2022-05-20,1370160.0,indeed,blocpower clean energy leader create smart greener healthy building reduce barrier money save quality life improving…
new(Junior / Senior) Data Scientist - Sports Analytics,EAB,+1 locationRemote,"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports…",3 days ago,2022-05-20,1370160.0,indeed,seek data scientist passion sport implement automate optimize quantitative model power world class sports…
newUS - Data Scientist,EAB,+1 locationRemote,"We invite you to explore a future with us at PRA Group, a diverse and growing company that has a tangible impact on the global economy. Position Summary:…",3 days ago,2022-05-20,1370160.0,indeed,invite explore future u pra group diverse grow company tangible impact global economy position summary…
data scientist (multiple openings) - Remote,EAB,+1 locationRemote,"Job Posting : Mar 14, 2022 Job Posting End Date : Ongoing Location : US-WA-Seattle-Starbucks Support Center Is this role eligible for remote or hybrid work? :…",3 days ago,2022-05-20,1370160.0,indeed,job post mar 14 2022 job post end date ongoing location u wa seattle starbucks support center role eligible remote hybrid work …
Data Scientist,EAB,+1 locationRemote,Travel Required: Less than 10% Requisition Type: Regular We are GDIT. We take pride in providing our clients with the data they need to make important…,3 days ago,2022-05-20,1370160.0,indeed,travel require less 10 requisition type regular gdit take pride provide client data need make important…
Data Scientist,EAB,+1 locationRemote,"*Job Title: *Data Scientist *Job Family: * Risk Department *Summary: * Performs duties related to data mining, machine learning, statistical modeling, and…",3 days ago,2022-05-20,1370160.0,indeed,job title data scientist job family risk department summary performs duty relate data mining machine learn statistical modeling …
Lead Data Scientist (Remote),Boclips,London,Are you ready to shape the future of media-rich learning experiences for students around the world?   Boclips has big ambitions. We’ve built an AI-led product that is transforming …,Not specified,2022-05-19,1508400.0000000002,careerjet,ready shape future medium rich learning experience student around world boclips big ambition ’ build ai lead product transform …
Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,800001.0,careerjet,hampshire united kingdom permanent £80000 £110000 per annum head data remote £80k £110k greenfield powerbi machine learn data model data warehouse …
Cost Engineer (Life Sciences/Pharma/Data Centres),Turner & Townsend,Newcastle,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Project Controls Engineer - Planning (Life Sciences/Pharma/Data Centres),Turner & Townsend,Manchester,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Project Controls Engineer - Planning (Life Sciences/Pharma/Data Centres),Turner & Townsend,Newcastle,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Senior Project Controls Manager - (Life Sciences/Pharma/Data Centres),Turner & Townsend,Manchester,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Project Controls Manager (Life Sciences/Pharma/Data Centres),Turner & Townsend,Manchester,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Cost Engineer (Life Sciences/Pharma/Data Centres),Turner & Townsend,Manchester,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Project Controls Manager (Life Sciences/Pharma/Data Centres),Turner & Townsend,Newcastle,"Company Description   At Turner & Townsend we’re passionate about making the difference. That means delivering better outcomes for our clients, helping our people to realize their …",4 days ago,2022-05-19,,careerjet,company description turner townsend ’ passionate make difference mean deliver well outcome client help people realize …
Consumer and Retail Data Science Lead,causaLens,London,Summary   causaLens are the pioneers of Causal AI — a giant leap in machine intelligence.   We build Causal AI-powered products that are trusted by leading organizations across a w…,4 days ago,2022-05-19,,careerjet,summary causalens pioneer causal ai — giant leap machine intelligence build causal ai power product trust lead organization across w…
Research Fellow in Data Science for Mobile Health with Wearable Devices,King's College London,London,"Job description * This post plays a key role in the development and delivery of a specific task in the prestigious EU IMI-funded large programme of autism research, AIMS-2-TRIALS. …",1 day ago,2022-05-19,,careerjet,job description post play key role development delivery specific task prestigious eu imi fund large programme autism research aim 2 trial …
Research Fellow in Data Science for Mobile Health with wearable devices,King's College London,"Strand, Central London","Job description   This post plays a key role in the development and delivery of a specific task in the prestigious EU IMI-funded large programme of autism research, AIMS-2-TRIALS. …",4 days ago,2022-05-19,,careerjet,job description post play key role development delivery specific task prestigious eu imi fund large programme autism research aim 2 trial …
Senior Data Engineer | Spark | Scala | AWS | Remote,Method Resourcing,London,"Senior Data Engineer | Scala | Spark | AWS | Remote | £80,000 - £100,000   Are you on the search for a new opportunity in Data Engineering?   This is an exciting opportunity to joi…",2 days ago,2022-05-19,800001.0,careerjet,senior data engineer scala spark aws remote £80000 £100000 search new opportunity data engineering exciting opportunity joi…
Consumer and Retail Data Science Lead,causaLens,London,Consumer and Retail Data Science Lead   Job description   Summary   causaLens are the pioneers of Causal AI - a giant leap in machine intelligence.   We build Causal AI-powered pro…,4 days ago,2022-05-19,,careerjet,consumer retail data lead job description summary causalens pioneer causal ai giant leap machine intelligence build causal ai power pro…
"Senior Data Engineer - Europe, Remote",Plentific,London,"Plentific is one of the fastest growing property technology companies in the world, backed by renowned investors including Brookfield, Highland Europe, A/O Proptech, Target Global …",3 days ago,2022-05-19,,careerjet,plentific one fast grow property technology company world back renowned investor include brookfield highland europe proptech target global …
"Senior Data Engineer - UK, Remote",Plentific,London,"Plentific is one of the fastest growing property technology companies in the world, backed by renowned investors including Brookfield, Highland Europe, A/O Proptech, Target Global …",3 days ago,2022-05-19,,careerjet,plentific one fast grow property technology company world back renowned investor include brookfield highland europe proptech target global …
Data Science (Business Analyst ) - Bristol,Rise Technical Recruitment,Bristol Area,"£35,000 - £55,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Bristol - Hybrid/ Remote   Exciting opportunity for an Data Analyst (Business Ana…",7 days ago,2022-05-19,350005.0,careerjet,£35000 £55000 technical progression pension holiday private health insurance bonus bristol hybrid remote excite opportunity data analyst business ana…
Data Science Graduate Career Accelerator,Bluetownonline,London,Data Science Graduate Career Accelerator   Key information   Location: Fully remote   Average salary: £33K+ upon completion   You must be based in the UK and have at least 30 month…,4 days ago,2022-05-19,396000.0,careerjet,data graduate career accelerator key information location fully remote average salary £33k upon completion must base uk least 30 month…
Data Science Engineering Manager,Tessian,London,"We're building intelligent security that works for human beings as they are, not how security policies would like them to be. Using machine learning technology, Tessian automatical…",6 days ago,2022-05-19,,careerjet,build intelligent security work human security policy would like use machine learn technology tessian automatical…
"Senior Data Engineer - UK, Remote",Plentific,London,"Job Description:   Plentific is one of the fastest growing property technology companies in the world, backed by renowned investors including Brookfield, Highland Europe, A/O Propt…",2 days ago,2022-05-19,,careerjet,job description plentific one fast grow property technology company world back renowned investor include brookfield highland europe propt…
Python Data Analyst / Engineer | SQL | ETL | Remote,Method Resourcing,London,Python Data Analyst / Engineer | SQL | ETL | Cloud | Remote   Working for an exciting marketing automation company utilising award-winning technology focused on complex ETL & Machi…,Not specified,2022-05-19,,careerjet,python data analyst engineer sql etl cloud remote work exciting marketing automation company utilise award win technology focus complex etl machi…
Data Analyst - Remote - Contract,Anson McCade,London,"Data Analyst - Remote - Contract   £500 – £600   Location: United Kingdom (London - City of London, London) Type: Contract Skills: Data Analyst, People Systems, Data Migration, Exc…",Not specified,2022-05-19,,careerjet,data analyst remote contract £500 – £600 location unite kingdom london city london london type contract skill data analyst people system data migration exc…
"Data Analyst - Remote - Podcast, Research, Audio Content",Spring Group,London,"Data Analyst - London/ Remote - Podcast, Market Research, Audio Content   PAYE - £240 per day - 9 months   Our client require a skilled Data Analyst to advise - research and assist…",1 day ago,2022-05-19,240.0,careerjet,data analyst london remote podcast market research audio content paye £240 per day 9 month client require skilled data analyst advise research assist…
Senior Data Privacy Analyst - Remote,Investigo,London,Senior Data Privacy Analyst  London  Flexible/Remote   Key responsibilities include:   - Conduct comprehensive Privacy Impact Assessments (PIAs) and Data Protection Impact Assessme…,3 days ago,2022-05-19,,careerjet,senior data privacy analyst london flexible remote key responsibility include conduct comprehensive privacy impact assessment pia data protection impact assessme…
Lead Data Analyst - fully remote - A/B Testing,Reed,Newcastle,"Lead Data Analyst - Experimentation/A/B Testing  £75,000 per annum  UK based fully remote   A leading worldwide organisation, who have a huge footprint here in the UK are looking f…",4 days ago,2022-05-19,1167750.0,careerjet,lead data analyst experimentation b test £75000 per annum uk base fully remote leading worldwide organisation huge footprint uk look f…
Data Security Analyst | 6 Month Contract | Remote | Inside IR35 | Paying upto £600p/d,Opus Recruitment Solutions,London,"London, United Kingdom   Contract  Competitive Data Security Analyst | 6 Month Contract | Remote | Inside IR35 | Paying upto £600p/d   My client is a global consultancy that are on…",6 days ago,2022-05-19,,careerjet,london united kingdom contract competitive data security analyst 6 month contract remote inside ir35 pay upto £600p client global consultancy on…
Senior Data Analyst - Remote,Lawrence Harvey,London,Are you ready for a step up in your career? Are you ready to take a Senior Data Analyst role and challenge yourself while working autonomously for a multinational company?   With o…,8 days ago,2022-05-19,500006.0,careerjet,ready step career ready take senior data analyst role challenge work autonomously multinational company o…
Senior Data Analyst,Infopro Digital,London,"Infopro Digital are one of the world’s leading B2B publishers in professional information and digital services, with 3,700 employees and over 50 brands, and offices all over the gl…",Not specified,2022-05-19,,careerjet,infopro digital one world ’ lead b2b publisher professional information digital service 3700 employee 50 brand office gl…
Senior Data Privacy Analyst - Remote,Investigo,London,Senior Data Privacy Analyst  London  Flexible/Remote   Key responsibilities include:   - Conduct comprehensive Privacy Impact Assessments (PIAs) and Data Protection Impact Assessme…,5 days ago,2022-05-19,450005.0,careerjet,senior data privacy analyst london flexible remote key responsibility include conduct comprehensive privacy impact assessment pia data protection impact assessme…
Senior Data Analyst - Remote,Lawrence Harvey,London,Are you ready for a step up in your career? Are you ready to take a Senior Data Analyst role and challenge yourself while working autonomously for a multinational company?   With o…,12 days ago,2022-05-19,500006.0,careerjet,ready step career ready take senior data analyst role challenge work autonomously multinational company o…
"Senior Data Analyst, Python, SQL, BI, Remote working, R&D",Corriculo,Oxford,"Senior Data Analyst, Python, SQL, BI, Remote working, R&D  An exciting opportunity has arisen for a skilled Senior Data Analyst to join my client on a full-time basis. The successf…",8 days ago,2022-05-19,1245600.0,careerjet,senior data analyst python sql bi remote work rd exciting opportunity arise skilled senior data analyst join client full time basis successf…
"Data Analyst, Python, SQL, BI, Remote working, R&D",Corriculo,Oxford,"Data Analyst, Python, SQL, BI, Remote working, R&D  An exciting opportunity has arisen for a skilled Data Analyst to join my client on a full-time basis. The successful Data Analys…",8 days ago,2022-05-19,660000.0,careerjet,data analyst python sql bi remote work rd exciting opportunity arise skilled data analyst join client full time basis successful data analys…
WFM Scheduling Analyst- Remote,Wayfair,Birmingham,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",Not specified,2022-05-19,,careerjet,expand come join wayfair workforce management team support customer service department staff scheduling performance monitoring reporting d…
WFM Scheduling Analyst- Remote,Wayfair,Nottingham,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",Not specified,2022-05-19,,careerjet,expand come join wayfair workforce management team support customer service department staff scheduling performance monitoring reporting d…
Data Analyst (Business Analyst),Rise Technical Recruitment,Manchester,"£35,000 - £55,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Data Analys…",Not specified,2022-05-19,350005.0,careerjet,£35000 £55000 technical progression pension holiday private health insurance bonus warrington manchester hybrid remote excite opportunity data analys…
Senior Data Analyst (Business analyst) - Manchester,Rise Technical Recruitment,Manchester,"£55,000 - £75,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Senior Data…",Not specified,2022-05-19,550007.0,careerjet,£55000 £75000 technical progression pension holiday private health insurance bonus warrington manchester hybrid remote excite opportunity senior data…
WFM Scheduling Analyst- Remote,Wayfair,Liverpool,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",Not specified,2022-05-19,,careerjet,expand come join wayfair workforce management team support customer service department staff scheduling performance monitoring reporting d…
Data Analyst,The JM Group,London,"Rate: c. £45,000-£55,000  Location: City of London  Working pattern: Remote   Role: Data Analyst   You will join a market leading Global Financial Services company who offer expert…",Not specified,2022-05-19,450005.0,careerjet,rate c £45000 £55000 location city london work pattern remote role data analyst join market lead global financial service company offer expert…
Data Analyst,Hays,"Stockton-on-Tees, County Durham","Data Analyst Remote Working Negotiable Salary Permanent HAYS Technology are currently looking to recruit for an Data Analyst on a permanent basis.   As a Data Analyst, you will be …",Not specified,2022-05-19,,careerjet,data analyst remote work negotiable salary permanent hay technology currently look recruit data analyst permanent basis data analyst …
Senior Market Data Analyst - REMOTE,1st Executive,London,1st Executive are mandated with an exciting opportunity for a Market Data professional to join a dynamic team of research and consulting Market Data and Business Analysts for a wel…,18 days ago,2022-05-19,700008.0,careerjet,1st executive mandate exciting opportunity market data professional join dynamic team research consult market data business analyst wel…
"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,careerjet,company description shopify lead global commerce company provide trusted tool start grow market manage retail business size shopify make commerce…
"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,careerjet,company description shopify lead global commerce company provide trusted tool start grow market manage retail business size shopify make commerce…
Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,careerjet,machine learn engineer require lead uk base client join permanent remote opportunity position ml engineer data scientist joi…
Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,Not specified,2022-05-19,,careerjet,machine learn engineer tech data limejump ltd limejump optimise 100 renewable energy future vision limejump technology platform ma…
Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,1245600.0,careerjet,2330 cambridge cambridgeshire £65000 £80000 per annum benefit job type permanent manage senior machine learn engineer python bayesian gaussian algorithms…
Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",30 days ago,2022-05-19,,careerjet,note fully remote position preference eu timezones kosen lab team ex google deepmind ai researcher engineer extensive ex…
Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,careerjet,albus health medical technology startup develop intelligent remote monitoring system home patient take part clinical trial look acoustic…
Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,650007.0,careerjet,machine learn engineer c python remote reqiva seek machine learn engineer fully remote opportunity join dynamic technology company e…
Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,30 days ago,2022-05-19,1167750.0,careerjet,im recruit machine learn engineer global corporate law firm expand dataops team far detail salary £55 75k 10 bonus location birmingh…
Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,careerjet,adarga rapidly scaling organisation grow technology department machine learn ml engineer within product team bring expertise to…
Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,careerjet,machine learn engineer require join lead ai client permanent remote basis join fast growing team flexible remote base work job rol…
Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,100000.0,careerjet,engineering manager machine learn remote £100000 £110000 25 day holiday share option progression amaze opportunity technically experienced engineering…
Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,careerjet,motorway motorway uk ’ fast grow used car marketplace – award win online platform connects private car seller thousand verified dealers…
Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,650.0,careerjet,machine learn engineer ml structure model spark sql python data machine learn engineer 12 month contract extension possible inside ir35 100 remote …
Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,700009.0,careerjet,machine learn engineer energy berkshire long tackle climate crisis ml superpower go spare ever want work dy…
Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,careerjet,google cloud premier partner ai datatonic provide world class business cut edge data solution cloud help client take lead technology l…
Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,careerjet,polyai tackle challenge automate customer service voice voice assistant make possible business deliver outstanding customer service ever…
Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,650.0,careerjet,machine learn engineer ml structure model spark sql python data job detail post may 11 2022 location great london salary â£550 650 per day…
Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,careerjet,machine learn cto ai python competitive salary progression company benefit 100 remote london remote experienced cto look combine …
AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",Not specified,2022-05-19,,careerjet,position ai machine learn engineer location hartford ct remote work position type 3 month contract hire mandatory c openshift typescript aws azure comput…
Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",Not specified,2022-05-19,112000.0,careerjet,guide core value deepwatch secure digital economy tenaciously protect enterprise network everywhere everyday team many t…
Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",Not specified,2022-05-19,,careerjet,dialexa expand data practice look great talent join u build intelligent next generation platform tire push ones…
REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",Not specified,2022-05-19,140000.0,careerjet,establish industry lead software company hire remote full time experience software engineer join machine learn team top reason wo…
"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",Not specified,2022-05-19,,careerjet,company description etsy global marketplace unique creative good build power evolve tool technology connect entrepreneur buyer ar…
"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",Not specified,2022-05-19,136000.0,careerjet,company description etsy global marketplace unique creative good build power evolve tool technology connect entrepreneur buyer ar…
Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",Not specified,2022-05-19,,careerjet,company description servicenow technology make world work everyone people make possible move fast world ’ wait innovate i…
"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",Not specified,2022-05-19,,careerjet,company description etsy global marketplace unique creative good build power evolve tool technology connect entrepreneur buyer ar…
Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",Not specified,2022-05-19,,careerjet,company description servicenow technology make world work everyone people make possible move fast world ’ wait innovate i…
Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",Not specified,2022-05-19,,careerjet,good afternoon hope well lucy waynsys currently look machine learn engineer skill client look y…
